adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
False,"[80, 18, 35]",1554,en,Down by Law,"A disc jockey, a pimp and an Italian tourist escape from jail in New Orleans.",1.4848,1986-09-20,Down by Law,False,7.342,776
False,"[28, 80, 53, 18]",22164,en,Blood and Bone,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",3.7949,2009-02-07,Blood and Bone,False,7.342,806
False,[35],2798,fr,Oscar,"This film originated as a play in Paris. The story focuses on the one-day adventures of Bertrand Barnier played with a genius of French cinema, Louis de Funes. In the same morning he learns that his daughter is pregnant, an employee stole a large amount of money from his company, his maid is about to resign in order to marry a wealthy neighbor and his body builder is interested in marrying his daughter. The seemingly complicated story-line is full of comedy or errors and some of the most hilarious mime scenes of the French cinema.",2.4081,1967-10-11,Oscar,False,7.342,500
False,"[12, 14, 35]",493529,en,Dungeons & Dragons: Honor Among Thieves,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",16.6007,2023-03-23,Dungeons & Dragons: Honor Among Thieves,False,7.34,4007
False,"[27, 53]",381288,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",8.6414,2017-01-19,Split,False,7.341,17678
False,[35],37775,it,"Bianco, rosso e Verdone","Three Italians travel to their hometown to vote for elections: Pasquale is a Southern immigrant living in Munich who's genuinely happy to come back to Italy, even if just for a few days, but the country he dreams of is far from reality; Furio travels to Rome with his family, but his niggling attitude threatens to push his wife Magda over the edge; young Mimmo is also going to Rome, but the trip is repeatedly interrupted by worries about his grandma's health.",1.1572,1981-02-20,"Bianco, rosso e Verdone",False,7.341,718
False,"[80, 18, 9648]",9504,en,Glengarry Glen Ross,"When an office full of real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. When his coworker Dave Moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.",5.3422,1992-09-10,Glengarry Glen Ross,False,7.341,1454
False,"[80, 18, 53]",9065,de,Europa,"A young, idealist American gets a job as a train conductor for the Zentropa railway network in postwar, US-occupied Frankfurt. As various people try to take advantage of him, he soon finds his position politically sensitive, and gets caught up in a whirlpool of conspiracies and Nazi sympathisers.",2.3437,1991-06-27,Europa,False,7.341,330
False,"[35, 10749, 878]",587792,en,Palm Springs,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",12.4806,2020-07-10,Palm Springs,False,7.34,3298
False,[18],44018,fr,Sans toit ni loi,"Mona Bergeron is dead, her frozen body found in a ditch in the French countryside. From this, the film flashes back to the weeks leading up to her death. Through these flashbacks, Mona gradually declines as she travels from place to place, taking odd jobs and staying with whomever will offer her a place to sleep. Mona is fiercely independent, craving freedom over comfort, but it is this desire to be free that will eventually lead to her demise.",2.8432,1985-12-04,Vagabond,False,7.3,324
False,"[18, 36]",11710,de,Jeder für sich und Gott gegen alle,"The film follows Kaspar Hauser (Bruno S.), who lived the first seventeen years of his life chained in a tiny cellar with only a toy horse to occupy his time, devoid of all human contact except for a man who wears a black overcoat and top hat who feeds him.",1.159,1974-11-01,The Enigma of Kaspar Hauser,False,7.34,338
False,"[28, 53, 878]",5548,en,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",13.139,1987-07-17,RoboCop,False,7.34,5318
False,"[18, 36]",874,en,A Man for All Seasons,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",4.6245,1966-12-13,A Man for All Seasons,False,7.34,450
False,"[14, 12]",451048,en,Jungle Cruise,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",11.3327,2021-07-28,Jungle Cruise,False,7.3,5826
False,[27],49361,it,Non si sevizia un paperino,A reporter and a promiscuous young woman try to solve a series of child killings in a remote southern Italian town rife with superstition and a distrust of outsiders.,1.695,1972-09-29,Don't Torture a Duckling,False,7.3,383
False,[35],33701,fr,Les Bronzés font du ski,"In this sequel to Les Bronzes (1978) summer has passed, but that doesn't mean the fun has to end for Bernard, Nathalie, Gigi, Jerome, Popeye, Jean-Claude, and Christiane.",2.8998,1979-11-22,French Fried Vacation 2,False,7.339,1223
False,"[9648, 28, 878]",13183,en,Watchmen,"In a gritty and alternate 1985, the glory days of costumed vigilantes have been brought to a close by a government crackdown. But after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so they uncover a sinister plot that puts all of humanity in grave danger.",23.0352,2009-03-04,Watchmen,False,7.339,9438
False,"[18, 53, 80]",57361,ko,황해,"A Korean man in China takes an assassination job in South Korea to make money and find his missing wife. But when the job is botched, he is forced to go on the run from the police and the gangsters who paid him.",5.4447,2010-12-22,The Yellow Sea,False,7.3,517
False,[35],36208,en,A Dog's Life,The Tramp and his dog companion struggle to survive in the inner city.,2.0497,1918-04-14,A Dog's Life,False,7.3,330
False,"[80, 18, 53]",26900,tr,Eşkıya,"Baran the Bandit, released from prison after serving 35 years, searches for vengeance against his former best friend who betrayed him and stole his lover, teaming up with a young punk with his own demons along the way.",1.2919,1996-11-29,The Bandit,False,7.338,331
False,[27],21484,en,Possession,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",5.279,1981-05-27,Possession,False,7.3,1173
False,"[12, 18]",12716,fr,La Gloire de mon Père,"Raised by his science teacher father, Joseph Pagnol, and seamstress mother Augustine, young Marcel grows up during the turn of the century in awe of his rationalist dad. When the family takes a summer vacation in the countryside, Marcel becomes friends with Lili, who teaches him about rural life.",0.9344,1990-08-29,My Father's Glory,False,7.338,312
False,"[16, 18, 878]",12140,ja,イノセンス,"Cyborg detective Batou is assigned to investigate a series of murders committed by gynoids—doll-like cyborgs, which all malfunctioned, killed, then self-destructed afterwards. The brains of the gynoids initialize in order to protect their manufacturer's software, but in one gynoid, which Batou himself neutralized, one file remains: a voice speaking the phrase ""Help me.""",3.3569,2004-03-06,Ghost in the Shell 2: Innocence,False,7.3,894
False,"[28, 12, 80, 53]",10975,cn,飛鷹計劃,"Hired by a Spanish baron, Hong Kong treasure hunter Jackie, a.k.a. ""Asian Hawk"" and his entourage seek WWII Nazi gold buried in the Sahara Desert.",3.7911,1991-02-07,Operation Condor,False,7.3,577
False,"[9648, 53, 18]",663260,fr,Boîte noire,"Mathieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Mathieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Mathieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career...",4.4241,2021-09-08,Black Box,False,7.337,1300
False,[18],615643,en,Minari,"A Korean American family moves to an Arkansas farm in search of its own American dream. Amidst the challenges of this new life in the strange and rugged Ozarks, they discover the undeniable resilience of family and what really makes a home.",5.6881,2021-02-12,Minari,False,7.336,1685
False,[18],10549,en,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother now marrying the murderer... his uncle. Meanwhile, war is brewing.",2.2594,1996-12-25,Hamlet,False,7.3,487
False,"[18, 10749]",9560,en,A Walk in the Clouds,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,5.9366,1995-05-27,A Walk in the Clouds,False,7.3,1052
False,"[53, 12, 14, 878, 10749]",2134,en,The Time Machine,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,4.1622,1960-05-25,The Time Machine,False,7.3,849
False,[27],377,en,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",18.5632,1984-11-09,A Nightmare on Elm Street,False,7.3,5321
False,"[16, 27, 28, 878]",1083862,ja,バイオハザード：デスアイランド,"In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",6.1163,2023-06-22,Resident Evil: Death Island,False,7.3,1025
False,"[18, 9648, 53]",890980,es,Los renglones torcidos de Dios,"Alice Gould, a private investigator, pretends to be mentally ill in order to enter a psychiatric hospital and gather evidence for the case she is working on: the death of a patient in unclear circumstances.",4.1392,2022-10-06,God's Crooked Lines,False,7.3,727
False,[18],433498,en,Papillon,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",7.6889,2017-09-07,Papillon,False,7.334,1990
False,"[18, 36, 10752]",289222,en,The Zookeeper's Wife,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",4.8631,2017-03-24,The Zookeeper's Wife,False,7.334,1517
False,"[18, 10749]",191714,hi,The Lunchbox,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",2.1854,2013-09-20,The Lunchbox,False,7.334,733
False,"[53, 80]",75656,en,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,16.6982,2013-05-29,Now You See Me,False,7.334,15813
False,"[53, 28, 18, 878]",61791,en,Rise of the Planet of the Apes,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",12.3314,2011-08-03,Rise of the Planet of the Apes,False,7.334,12185
False,[18],9589,de,Christiane F. - Wir Kinder vom Bahnhof Zoo,"This movie portrays the drug scene in Berlin in the 70s, following tape recordings of Christiane F. 14 years old Christiane lives with her mother and little sister in a typical multi-storey apartment building in Berlin. She's fascinated by the 'Sound', a new disco with most modern equipment. Although she's legally too young, she asks a friend to take her. There she meets Detlef, who's in a clique where everybody's on drugs. Step by step she gets drawn deeper into the scene.",5.271,1981-04-02,Christiane F.,False,7.326,1368
False,"[53, 9648, 10749]",705996,ko,헤어질 결심,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",8.4542,2022-06-29,Decision to Leave,False,7.3,1286
False,"[10751, 12, 14]",615666,en,A Boy Called Christmas,"An ordinary young boy called Nikolas sets out on an extraordinary adventure into the snowy north in search of his father who is on a quest to discover the fabled village of the elves, Elfhelm. Taking with him a headstrong reindeer called Blitzen and a loyal pet mouse, Nikolas soon meets his destiny in this magical and endearing story that proves nothing is impossible…",4.3619,2021-11-24,A Boy Called Christmas,False,7.333,758
False,[18],132363,en,The Butler,"A look at the life of Cecil Gaines, who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",2.7288,2013-08-16,The Butler,False,7.333,2921
False,"[16, 14, 28]",118406,ja,ROAD TO NINJA -NARUTO THE MOVIE-,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",4.3822,2012-07-28,Road to Ninja: Naruto the Movie,False,7.333,1202
False,"[80, 18]",7452,en,"The Cook, the Thief, His Wife & Her Lover",The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husband's restaurant.,5.048,1989-10-13,"The Cook, the Thief, His Wife & Her Lover",False,7.3,648
False,[18],672208,fa,قهرمان,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned. Is he truly a hero?",1.6605,2021-12-15,A Hero,False,7.3,339
False,"[28, 53, 80]",324552,en,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",17.9981,2017-02-08,John Wick: Chapter 2,False,7.333,13449
False,[37],17529,en,True Grit,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",4.0604,1969-06-11,True Grit,False,7.3,803
False,"[28, 80, 53, 18]",15255,en,Undisputed II: Last Man Standing,"Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka in a battle to the death. This time he is not fighting for a title, he is fighting for his life!",6.9282,2006-04-11,Undisputed II: Last Man Standing,False,7.3,841
False,"[18, 9648, 53]",1052,en,Blow-Up,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film.",1.8027,1966-12-18,Blow-Up,False,7.3,1285
False,"[35, 18, 10749]",416477,en,The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",6.9553,2017-03-30,The Big Sick,False,7.331,2488
False,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",66.9136,2017-07-05,Spider-Man: Homecoming,False,7.3,22230
False,"[878, 28, 18, 53]",119450,en,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",9.1154,2014-07-08,Dawn of the Planet of the Apes,False,7.331,11688
False,"[10751, 16, 35]",14447,en,A Matter of Loaf and Death,"Wallace and Gromit open a bakery, accidentally getting tied up with a murder mystery in the process. But when Wallace falls in love, Gromit is left to solve the case by himself.",1.7051,2008-12-26,A Matter of Loaf and Death,False,7.331,549
False,"[878, 28, 12]",624479,en,Superman II: The Richard Donner Cut,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",5.2312,2006-11-02,Superman II: The Richard Donner Cut,False,7.3,341
False,[18],342737,en,20th Century Women,"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women – Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour – to help with Jamie's upbringing.",5.6548,2016-12-28,20th Century Women,False,7.33,1161
False,"[12, 18, 28]",58857,ja,十三人の刺客,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,6.5395,2010-09-09,13 Assassins,False,7.33,1171
False,"[18, 10749, 10752]",15764,en,Sophie's Choice,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.",1.8595,1982-12-08,Sophie's Choice,False,7.3,875
False,"[18, 10749]",649,fr,Belle de jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",4.9135,1967-05-24,Belle de Jour,False,7.33,940
False,"[18, 10749]",621013,en,Chemical Hearts,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",3.8928,2020-08-21,Chemical Hearts,False,7.329,1129
False,"[16, 18, 14]",64847,ja,哀しみのベラドンナ,"An evil feudal lord rapes a village girl on her wedding night and proceeds to ruin her and her husband's lives. After she's eventually banished from her village, the girl makes a pact with the devil to gain magical ability and take revenge.",3.6357,1973-06-30,Belladonna of Sadness,False,7.3,330
False,[18],7979,en,The Kite Runner,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",4.5512,2007-12-14,The Kite Runner,False,7.329,1179
False,"[18, 10402, 10749]",88,en,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",12.1669,1987-08-21,Dirty Dancing,False,7.329,6249
False,"[18, 36]",964980,en,Air,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,11.9249,2023-04-05,Air,False,7.328,2079
False,"[16, 12, 28, 10751, 14]",560057,en,The Sea Beast,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.",8.3725,2022-06-24,The Sea Beast,False,7.3,1542
False,[18],522369,en,Sorry We Missed You,"Ricky and his family have been fighting an uphill struggle against debt since the 2008 financial crash. An opportunity to wrestle back some independence appears with a shiny new van and the chance to run a franchise as a self-employed delivery driver. It's hard work, and his wife's job as a carer is no easier. The family unit is strong but when both are pulled in different directions everything comes to breaking point.",3.7828,2019-10-04,Sorry We Missed You,False,7.328,775
False,"[10749, 35, 80, 18]",239877,it,La mafia uccide solo d'estate,"While Arturo tries to gain the love of Flora, he witnesses the history of Sicily from 1969 to 1992, miraculously dodging the crimes of the Mafia and supporting as a journalist the heroic struggle of the judges and policemen who fought this infamous organization.",0.6938,2013-11-28,The Mafia Kills Only in Summer,False,7.326,1114
False,"[14, 12, 16, 10751]",21348,fr,Kirikou et la sorcière,"Drawn from elements of West African folk tales, it depicts how a newborn boy, Kirikou, saves his village from the evil witch Karaba.",2.1102,1998-12-09,Kirikou and the Sorceress,False,7.328,1117
False,"[9648, 878]",2666,en,Dark City,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",11.7598,1998-02-27,Dark City,False,7.328,2916
False,"[80, 18, 53]",1830,en,Lord of War,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",6.6361,2005-09-16,Lord of War,False,7.328,4944
False,"[16, 10749, 18]",579741,ja,サイダーのように言葉が湧き上がる,"After meeting one day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer.",6.4844,2021-07-22,Words Bubble Up Like Soda Pop,False,7.327,303
False,"[27, 53, 9648]",28055,it,Sei donne per l'assassino,"Isabella, a young model, is murdered by a mysterious masked figure at a fashion house in Rome. When her diary, which details the house employees' many vices, disappears, the masked killer begins killing off all the models in and around the house to find it.",2.2298,1964-04-10,Blood and Black Lace,False,7.3,427
False,"[35, 12, 878]",27275,tr,G.O.R.A.,"Carpet dealer and UFO photo forger Arif is abducted by aliens and must outwit the evil commander-in-chief of G.O.R.A., the planet where he is being held.",2.4721,2004-11-12,G.O.R.A.,False,7.327,338
False,"[18, 10749]",2748,it,Viaggio in Italia,This deceptively simple tale of a bored English couple travelling to Italy to find a buyer for a house inherited from an uncle is transformed by Roberto Rossellini into a passionate story of cruelty and cynicism as their marriage disintegrates around them.,1.5258,1954-09-07,Journey to Italy,False,7.3,300
False,"[35, 10402]",704,en,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",5.0614,1964-07-07,A Hard Day's Night,False,7.3,697
False,"[35, 10751, 18]",755339,pt,Tudo Bem no Natal Que Vem,"After taking a very nasty fall on Christmas Eve, grinchy Jorge blacks out and wakes up one year later, with no memory of the year that has passed. He soon realizes that he’s doomed to keep waking up on Christmas Eve after Christmas Eve, having to deal with the aftermath of what his other self has done the other 364 days of the year.",1.1882,2020-12-03,Just Another Christmas,False,7.326,426
False,"[18, 35, 36, 10749]",11673,fr,Cyrano de Bergerac,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",1.3391,1990-03-28,Cyrano de Bergerac,False,7.326,782
False,[18],205587,en,The Judge,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",6.2592,2014-10-08,The Judge,False,7.324,4206
False,"[28, 12, 14]",122917,en,The Hobbit: The Battle of the Five Armies,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",18.25,2014-12-10,The Hobbit: The Battle of the Five Armies,False,7.325,14620
False,"[18, 10749]",47735,sv,Sommaren med Monika,"Monika from Stockholm falls in love with Harry, a young man on holiday. When she becomes pregnant they are forced into a marriage, which begins to fall apart soon after they take up residence in a cramped little flat.",1.9085,1953-02-09,Summer with Monika,False,7.3,357
False,"[16, 28, 878, 53]",16234,en,Batman Beyond: Return of the Joker,"The Joker is back with a vengeance, and Neo-Gotham's Dark Knight, Terry McGinnis, needs answers as he stands alone to face the old Gotham's most infamous Clown Prince of Crime.",1.8599,2000-12-12,Batman Beyond: Return of the Joker,False,7.3,1132
False,[35],11305,en,Mystery Train,"In Memphis, Tennessee, over the course of a single night, the Arcade Hotel, run by an eccentric night clerk and a clueless bellboy, is visited by a young Japanese couple traveling in search of the roots of rock; an Italian woman in mourning who stumbles upon a fleeing charlatan girl; and a comical trio of accidental thieves looking for a place to hide.",1.2617,1989-09-06,Mystery Train,False,7.3,458
False,"[18, 80, 53]",470,en,21 Grams,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",5.3655,2003-09-06,21 Grams,False,7.3,3200
False,"[10749, 18]",1100099,en,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",16.3806,2024-10-10,We Live in Time,False,7.3,856
False,[18],429174,ru,Нелюбовь,"Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears.",1.9689,2017-06-01,Loveless,False,7.3,764
False,"[53, 16, 28, 80]",242643,en,Batman: Assault on Arkham,Batman works desperately to find a bomb planted by the Joker while Amanda Waller sends her newly-formed Suicide Squad to break into Arkham Asylum and recover vital information stolen by the Riddler.,1.4203,2014-08-12,Batman: Assault on Arkham,False,7.3,1140
False,[35],112198,fr,Le Prénom,"Vincent, a wealthy real estate agent, is invited to dinner by his sister Elizabeth and her husband Peter, both professors in Paris. Claude, a childhood friend and trombonist in a symphony orchestra, is also present. Vincent brings news from the prenatal examination of his and his wife Anna's unborn son.  The name chosen by the soon-to-be parents strongly offends the others for many reasons. The dispute between the guests quickly escalates and before long the resurgence of old grudges and hidden secrets is unavoidable ...",1.7041,2012-04-25,What's in a Name,False,7.324,1724
False,[35],18785,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",27.112,2009-06-02,The Hangover,False,7.324,17272
False,"[80, 18]",4816,en,Ghost Dog: The Way of the Samurai,An African-American Mafia hit man who models himself after the samurai of ancient Japan finds himself targeted for death by the mob.,5.979,1999-10-06,Ghost Dog: The Way of the Samurai,False,7.3,1268
False,"[18, 53]",26405,en,Wake in Fright,"A young schoolteacher descends into personal moral degradation after finding himself stranded in a brutal, menacing town in outback Australia.",3.1299,1971-07-21,Wake in Fright,False,7.3,303
False,"[18, 14]",866,en,Finding Neverland,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan.",5.2866,2004-10-17,Finding Neverland,False,7.3,3604
False,"[10751, 16, 35, 12]",9385,fr,Les 12 travaux d'Astérix,"Asterix and Obelix depart on an adventure to complete twelve impossible tasks to prove to Caesar that they are as strong as the Gods. You'll roar with laughter as they outwit, outrun, and generally outrage the very people who are trying to prove them ""only human"".",3.1199,1976-06-26,The Twelve Tasks of Asterix,False,7.3,1267
False,"[28, 18, 53]",2502,en,The Bourne Supremacy,"A CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",6.1784,2004-07-23,The Bourne Supremacy,False,7.3,7699
False,"[10751, 14, 35]",668461,en,Slumberland,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",3.951,2022-11-18,Slumberland,False,7.3,864
False,"[18, 35, 10751]",66125,en,Red Dog,The legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,2.3389,2011-08-04,Red Dog,False,7.321,407
